,Estimate,Std. Error,z value,Pr(>|z|),n,BF,is_sing,conv_error,loopNumber
correctFrequency.ct:learning.ct544,0.4289,1.2929,0.3318,0.7401,79,0.930018555,N,N,35
correctFrequencyhigh:learning.ct544,1.6657,1.1425,1.4579,0.1449,79,2.050684799,N,N,35
correctFrequencylow:learning.ct544,0.1313,0.5028,0.2611,0.794,79,0.481111141,N,N,35
(Intercept)644,0.4895,0.3434,1.4256,0.154,59,NA,N,N,35
correctFrequency.ct644,-3.4713,0.6196,-5.6022,0,59,712898.2458,N,N,35
learning.ct644,-1.1444,0.6681,-1.7129,0.0867,59,0.337059096,N,N,35
correctFrequency.ct:learning.ct644,2.0221,1.2079,1.6741,0.0941,59,2.36172609,N,N,35
correctFrequencyhigh:learning.ct644,-0.3601,0.9819,-0.3668,0.7138,59,0.518778149,N,N,35
correctFrequencylow:learning.ct644,0.0688,0.6786,0.1014,0.9193,59,0.536429,N,N,35
(Intercept)744,0.7297,0.3092,2.3601,0.0183,39,NA,N,N,35
correctFrequency.ct744,-3.4594,0.4422,-7.8232,0,39,1.41E+12,N,N,35
learning.ct744,0.0839,0.6183,0.1356,0.8921,39,0.741747805,N,N,35
correctFrequency.ct:learning.ct744,-0.8416,0.8844,-0.9516,0.3413,39,0.398803827,N,N,35
correctFrequencyhigh:learning.ct744,-2.1555,0.8828,-2.4416,0.0146,39,0.20641826,N,N,35
correctFrequencylow:learning.ct744,-0.1334,0.9181,-0.1453,0.8845,39,0.562564337,N,N,35
(Intercept)844,1.2883,0.5744,2.2429,0.0249,19,NA,N,N,35
correctFrequency.ct844,-3.9722,1.149,-3.4572,5.00E-04,19,67.69948969,N,N,35
learning.ct844,-0.5477,1.0103,-0.5421,0.5878,19,0.671507363,N,N,35
correctFrequency.ct:learning.ct844,0.6488,2.0224,0.3208,0.7484,19,1.004821571,N,N,35
correctFrequencyhigh:learning.ct844,0.5059,0.8734,0.5793,0.5624,19,0.900911673,N,N,35
correctFrequencylow:learning.ct844,-0.337,0.6094,-0.5529,0.5803,19,0.323991467,N,N,35
145,NA,NA,NA,NA,NA,NA,NA,NA,36
(Intercept)159,0.6082,0.2414,2.5194,0.0118,179,NA,N,N,36
correctFrequency.ct159,-2.8357,0.5084,-5.5775,0,179,912130.0061,N,N,36
learning.ct159,1.7363,0.4773,3.6377,3.00E-04,179,89.98419926,N,N,36
correctFrequency.ct:learning.ct159,-0.1748,1.0075,-0.1735,0.8623,179,0.63582644,N,N,36
correctFrequencyhigh:learning.ct159,-0.8721,1.836,-0.475,0.6348,179,0.693835662,N,N,36
correctFrequencylow:learning.ct159,-0.2233,0.846,-0.264,0.7918,179,0.495966372,N,N,36
(Intercept)160,1.2695,0.4229,3.0022,0.0027,159,NA,N,N,36
correctFrequency.ct160,-4.2512,0.8911,-4.7708,0,159,7008.974427,N,N,36
learning.ct160,-0.123,0.7725,-0.1592,0.8735,159,0.702003438,N,N,36
correctFrequency.ct:learning.ct160,-0.421,1.6447,-0.256,0.798,159,0.763410583,N,N,36
correctFrequencyhigh:learning.ct160,1.8237,0.6436,2.8335,0.0046,159,20.95849016,N,N,36
correctFrequencylow:learning.ct160,1.6489,0.741,2.2254,0.0261,159,6.082596266,N,N,36
(Intercept)247,0.9845,0.3083,3.1937,0.0014,139,NA,N,N,36
correctFrequency.ct247,-4.6781,0.6583,-7.1063,0,139,2486174377,N,N,36
learning.ct247,-0.6671,0.5195,-1.284,0.1991,139,0.323397987,N,N,36
correctFrequency.ct:learning.ct247,-0.4192,1.1418,-0.3671,0.7135,139,0.617416761,N,N,36
correctFrequencyhigh:learning.ct247,0.0875,1.3997,0.0625,0.9501,139,0.79019249,N,N,36
correctFrequencylow:learning.ct247,-0.3335,0.7665,-0.4351,0.6635,139,0.417580119,N,N,36
(Intercept)345,1.2528,0.5584,2.2438,0.0248,119,NA,N,N,36
correctFrequency.ct345,-3.9839,0.9196,-4.3322,0,119,1355.598586,N,N,36
learning.ct345,-2.1193,1.0315,-2.0546,0.0399,119,0.41814942,N,N,36
correctFrequency.ct:learning.ct345,1.7341,1.6319,1.0626,0.288,119,1.418859072,N,N,36
correctFrequencyhigh:learning.ct345,-0.4575,0.8885,-0.5149,0.6066,119,0.446782917,N,N,36
correctFrequencylow:learning.ct345,-0.8767,0.6345,-1.3816,0.1671,119,0.223631594,N,N,36
(Intercept)445,1.0741,0.3813,2.8169,0.0048,99,NA,N,N,36
correctFrequency.ct445,-5.023,0.8007,-6.273,0,99,8422128.26,N,N,36
learning.ct445,0.0059,0.6707,0.0087,0.993,99,0.716856841,N,N,36
correctFrequency.ct:learning.ct445,0.8156,1.4367,0.5676,0.5703,99,1.080739097,N,N,36
correctFrequencyhigh:learning.ct445,-2.9864,1.6395,-1.8215,0.0685,99,0.411906366,N,N,36
correctFrequencylow:learning.ct445,-1.2523,0.8782,-1.4259,0.1539,99,0.291601805,N,N,36
(Intercept)545,0.3753,0.3408,1.1012,0.2708,79,NA,N,N,36
correctFrequency.ct545,-4.3599,0.599,-7.2789,0,79,11404149866,N,N,36
learning.ct545,1.1155,0.6568,1.6983,0.0895,79,2.575768421,N,N,36
correctFrequency.ct:learning.ct545,0.0153,1.1558,0.0132,0.9894,79,0.752336921,N,N,36
correctFrequencyhigh:learning.ct545,-0.4019,1.0533,-0.3816,0.7028,79,0.53897695,N,N,36
correctFrequencylow:learning.ct545,0.4136,0.9071,0.456,0.6484,79,0.834586996,N,N,36
(Intercept)645,0.3992,0.3155,1.2653,0.2058,59,NA,N,N,36
correctFrequency.ct645,-3.4611,0.6983,-4.9568,0,59,27928.55679,N,N,36
learning.ct645,-1.0507,0.6185,-1.6987,0.0894,59,0.318531456,N,N,36
correctFrequency.ct:learning.ct645,0.3438,1.3761,0.2498,0.8027,59,0.906135131,N,N,36
correctFrequencyhigh:learning.ct645,1.1078,0.8957,1.2369,0.2161,59,1.644392333,N,N,36
correctFrequencylow:learning.ct645,1.1231,0.8535,1.316,0.1882,59,1.77152715,N,N,36
(Intercept)745,0.629,0.2855,2.2034,0.0276,39,NA,N,N,36
correctFrequency.ct745,-3.311,0.5529,-5.9888,0,39,6831446.915,N,N,36
learning.ct745,-0.4024,0.5563,-0.7235,0.4694,39,0.436854633,N,N,36
correctFrequency.ct:learning.ct745,0.0288,1.0779,0.0267,0.9787,39,0.734291004,N,N,36
correctFrequencyhigh:learning.ct745,-1.2237,0.9913,-1.2344,0.2171,39,0.347747101,N,N,36
correctFrequencylow:learning.ct745,-0.8788,0.8546,-1.0283,0.3038,39,0.337308004,N,N,36
(Intercept)845,0.4782,0.378,1.2653,0.2058,19,NA,N,N,36
correctFrequency.ct845,-4.0377,0.6762,-5.9709,0,19,3583713.22,N,N,36
learning.ct845,-0.6729,0.7119,-0.9452,0.3446,19,0.470270259,N,N,36
correctFrequency.ct:learning.ct845,1.8749,1.2705,1.4757,0.14,19,1.968757541,N,N,36
correctFrequencyhigh:learning.ct845,-0.4168,0.9136,-0.4563,0.6482,19,0.470358614,N,N,36
correctFrequencylow:learning.ct845,-0.3881,0.6041,-0.6424,0.5206,19,0.305892743,N,N,36
146,NA,NA,NA,NA,NA,NA,NA,NA,37
(Intercept)161,1.3775,0.5408,2.5472,0.0109,179,NA,N,N,37
correctFrequency.ct161,-4.9326,0.9977,-4.9439,0,179,8996.808993,N,N,37
learning.ct161,-1.4171,0.9749,-1.4536,0.1461,179,0.480175329,N,N,37
correctFrequency.ct:learning.ct161,0.5272,1.7568,0.3001,0.7641,179,0.977979269,N,N,37
correctFrequencyhigh:learning.ct161,-1.6103,1.0247,-1.5714,0.1161,179,0.313424647,N,N,37
correctFrequencylow:learning.ct161,0.2646,0.8778,0.3014,0.7631,179,0.732559152,N,N,37
(Intercept)162,1.3294,0.4703,2.827,0.0047,159,NA,N,N,37
correctFrequency.ct162,-5.0945,1.0706,-4.7585,0,159,3541.871683,N,N,37
learning.ct162,-1.0477,0.804,-1.3031,0.1925,159,0.445340538,N,N,37
correctFrequency.ct:learning.ct162,2.8111,1.9013,1.4785,0.1393,159,1.709788422,N,N,37
correctFrequencyhigh:learning.ct162,-1.6807,1.6548,-1.0156,0.3098,159,0.539003502,N,N,37
correctFrequencylow:learning.ct162,-1.1535,0.8399,-1.3734,0.1696,159,0.286827794,N,N,37
(Intercept)248,0.3857,0.2744,1.4057,0.1598,139,NA,N,N,37
correctFrequency.ct248,-4.3851,0.6018,-7.2864,0,139,11770470535,N,N,37
learning.ct248,0.8303,0.5151,1.6119,0.107,139,2.474695529,N,N,37
correctFrequency.ct:learning.ct248,-0.1367,1.1444,-0.1194,0.9049,139,0.698767181,N,N,37
correctFrequencyhigh:learning.ct248,-2.4532,1.5913,-1.5417,0.1232,139,0.440074542,N,N,37
correctFrequencylow:learning.ct248,0.3578,0.7514,0.4763,0.6339,139,0.764414396,N,N,37
(Intercept)346,0.2754,0.195,1.4118,0.158,119,NA,N,N,37
correctFrequency.ct346,-4.0879,0.4578,-8.9296,0,119,7.25E+15,N,N,37
learning.ct346,-0.6936,0.375,-1.8496,0.0644,119,0.195670925,N,N,37
correctFrequency.ct:learning.ct346,0.3766,0.8912,0.4226,0.6726,119,0.861497147,N,N,37
correctFrequencyhigh:learning.ct346,0.8987,0.9072,0.9906,0.3219,119,1.300128429,N,N,37
correctFrequencylow:learning.ct346,0.762,0.6023,1.2652,0.2058,119,1.49174611,N,N,37
(Intercept)446,0.4786,0.2661,1.7986,0.0721,99,NA,N,N,37
correctFrequency.ct446,-2.864,0.363,-7.8908,0,99,3.54E+12,N,N,37
learning.ct446,0.5717,0.5164,1.1072,0.2682,99,1.456086703,N,N,37
correctFrequency.ct:learning.ct446,-1.795,0.6824,-2.6303,0.0085,99,0.174802432,N,N,37
correctFrequencyhigh:learning.ct446,-0.8818,0.4158,-2.1209,0.0339,99,0.113505771,N,N,37
correctFrequencylow:learning.ct446,-0.5053,0.711,-0.7106,0.4773,99,0.338421232,N,N,37
(Intercept)546,0.7902,0.3654,2.1626,0.0306,79,NA,N,N,37
correctFrequency.ct546,-4.561,0.7448,-6.1237,0,79,5460177.069,N,N,37
learning.ct546,0.8345,0.6656,1.2537,0.2099,79,1.699826796,N,N,37
correctFrequency.ct:learning.ct546,-0.5675,1.3619,-0.4167,0.6769,79,0.660489373,N,N,37
correctFrequencyhigh:learning.ct546,1.4692,0.7758,1.8938,0.0583,79,3.619291449,N,N,37
correctFrequencylow:learning.ct546,-0.3258,0.4054,-0.8036,0.4216,79,0.195581743,N,N,37
(Intercept)646,1.1318,0.4891,2.3142,0.0207,59,NA,N,N,37
correctFrequency.ct646,-4.545,1.0746,-4.2297,0,59,638.3619733,N,N,37
learning.ct646,-0.6225,0.8721,-0.7138,0.4753,59,0.584089426,N,N,37
correctFrequency.ct:learning.ct646,1.0606,1.9627,0.5404,0.5889,59,1.094831636,N,N,37
correctFrequencyhigh:learning.ct646,1.1183,1.19,0.9397,0.3474,59,1.317938607,N,N,37
correctFrequencylow:learning.ct646,0.5508,0.63,0.8742,0.382,59,0.988872427,N,N,37
(Intercept)746,0.7266,0.4556,1.5947,0.1108,39,NA,N,N,37
correctFrequency.ct746,-4.0665,0.868,-4.6848,0,39,5496.856981,N,N,37
learning.ct746,-0.1004,0.8511,-0.1179,0.9061,39,0.747149237,N,N,37
correctFrequency.ct:learning.ct746,0.3207,1.6194,0.1981,0.843,39,0.920547117,N,N,37
correctFrequencyhigh:learning.ct746,-1.1528,1.6579,-0.6953,0.4868,39,0.60770958,N,N,37
correctFrequencylow:learning.ct746,-0.0922,0.8379,-0.1101,0.9123,39,0.540662346,N,N,37
(Intercept)846,1.2899,0.5365,2.4042,0.0162,19,NA,N,N,37
correctFrequency.ct846,-2.7494,0.7184,-3.8274,1.00E-04,19,389.6175567,N,N,37
learning.ct846,-0.2393,1.0355,-0.2311,0.8172,19,0.76626829,N,N,37
correctFrequency.ct:learning.ct846,0.2295,1.333,0.1721,0.8633,19,0.862677355,N,N,37
correctFrequencyhigh:learning.ct846,-0.2607,1.2711,-0.2051,0.8375,19,0.658604854,N,N,37
correctFrequencylow:learning.ct846,0.06,1.0696,0.0561,0.9553,19,0.695069706,N,N,37
147,NA,NA,NA,NA,NA,NA,NA,NA,38
(Intercept)163,1.151,0.4868,2.3645,0.0181,179,NA,N,N,38
correctFrequency.ct163,-4.6051,0.7987,-5.7659,0,179,698253.1634,N,N,38
learning.ct163,0.0417,0.8839,0.0472,0.9624,179,0.819999645,N,N,38
correctFrequency.ct:learning.ct163,0.9528,1.3836,0.6886,0.491,179,1.151134099,N,N,38
correctFrequencyhigh:learning.ct163,-0.3541,1.2741,-0.2779,0.7811,179,0.635735136,N,N,38
correctFrequencylow:learning.ct163,-0.1246,1.1868,-0.105,0.9164,179,0.669779718,N,N,38
(Intercept)164,0.8459,0.3858,2.1926,0.0283,159,NA,N,N,38
correctFrequency.ct164,-4.1704,0.64,-6.5168,0,159,84073871.48,N,N,38
learning.ct164,-1.3227,0.7397,-1.788,0.0738,159,0.355719193,N,N,38
correctFrequency.ct:learning.ct164,1.5839,1.2185,1.2999,0.1936,159,1.734657867,N,N,38
correctFrequencyhigh:learning.ct164,-0.4347,1.3068,-0.3326,0.7394,159,0.62738869,N,N,38
correctFrequencylow:learning.ct164,0.5181,0.9009,0.5751,0.5652,159,0.911231619,N,N,38
(Intercept)249,0.4808,0.2972,1.618,0.1057,139,NA,N,N,38
correctFrequency.ct249,-3.3371,0.5316,-6.2771,0,139,37289326.25,N,N,38
learning.ct249,0.0798,0.5792,0.1378,0.8904,139,0.718402601,N,N,38
correctFrequency.ct:learning.ct249,1.467,1.0298,1.4245,0.1543,139,1.978399853,N,N,38
correctFrequencyhigh:learning.ct249,-2.1146,1.0267,-2.0597,0.0394,139,0.265375259,N,N,38
correctFrequencylow:learning.ct249,-0.5307,0.8842,-0.6002,0.5484,139,0.425792451,N,N,38
(Intercept)347,0.9501,0.3063,3.1023,0.0019,119,NA,N,N,38
correctFrequency.ct347,-3.8625,0.5906,-6.5402,0,119,127459804,N,N,38
learning.ct347,-0.1448,0.574,-0.2522,0.8009,119,0.568215208,N,N,38
correctFrequency.ct:learning.ct347,-0.4403,1.1018,-0.3996,0.6895,119,0.595958205,N,N,38
correctFrequencyhigh:learning.ct347,-0.6537,0.8335,-0.7843,0.4329,119,0.370858476,N,N,38
correctFrequencylow:learning.ct347,0.8133,0.7117,1.1429,0.2531,119,1.393212883,N,N,38
(Intercept)447,1.0501,0.3785,2.7748,0.0055,99,NA,N,N,38
correctFrequency.ct447,-4.5767,0.8867,-5.1615,0,99,32715.86065,N,N,38
learning.ct447,-0.5647,0.6352,-0.889,0.374,99,0.445353758,N,N,38
correctFrequency.ct:learning.ct447,-0.8662,1.5773,-0.5492,0.5829,99,0.669823266,N,N,38
correctFrequencyhigh:learning.ct447,0.0754,0.964,0.0782,0.9377,99,0.665109282,N,N,38
correctFrequencylow:learning.ct447,-0.3649,0.5803,-0.6288,0.5295,99,0.297684925,N,N,38
(Intercept)547,0.8667,0.4587,1.8894,0.0588,79,NA,N,N,38
correctFrequency.ct547,-3.5811,0.6064,-5.905,0,79,3518821.322,N,N,38
learning.ct547,0.4002,0.8858,0.4519,0.6514,79,1.008588129,N,N,38
correctFrequency.ct:learning.ct547,-1.1325,1.1164,-1.0145,0.3104,79,0.458772199,N,N,38
correctFrequencyhigh:learning.ct547,-0.1316,1.2991,-0.1013,0.9193,79,0.702247312,N,N,38
correctFrequencylow:learning.ct547,-0.9978,0.6026,-1.6559,0.0977,79,0.190900769,N,N,38
(Intercept)647,0.3082,0.2274,1.3555,0.1753,59,NA,N,N,38
correctFrequency.ct647,-3.6605,0.6134,-5.9675,0,59,4729328.427,N,N,38
learning.ct647,-0.0132,0.4329,-0.0304,0.9757,59,0.538396368,N,N,38
correctFrequency.ct:learning.ct647,-0.7013,1.197,-0.5859,0.5579,59,0.573567471,N,N,38
correctFrequencyhigh:learning.ct647,0.9665,1.1261,0.8582,0.3908,59,1.226275141,N,N,38
correctFrequencylow:learning.ct647,-0.166,0.9613,-0.1727,0.8629,59,0.570272001,N,N,38
(Intercept)747,0.3721,0.3885,0.9576,0.3383,39,NA,N,N,38
correctFrequency.ct747,-3.1036,0.762,-4.0728,0,39,818.8496701,N,N,38
learning.ct747,-0.214,0.7666,-0.2791,0.7801,39,0.659829024,N,N,38
correctFrequency.ct:learning.ct747,-0.7811,1.5044,-0.5192,0.6036,39,0.663331892,N,N,38
correctFrequencyhigh:learning.ct747,0.3375,0.9171,0.368,0.7129,39,0.786885552,N,N,38
correctFrequencylow:learning.ct747,-0.3638,0.5002,-0.7274,0.467,39,0.247199475,N,N,38
(Intercept)847,1.0948,0.4623,2.3678,0.0179,19,NA,N,N,38
correctFrequency.ct847,-4.1037,0.7641,-5.3704,0,19,133442.2929,N,N,38
learning.ct847,1.0986,0.8628,1.2732,0.2029,19,1.670846494,N,N,38
correctFrequency.ct:learning.ct847,-0.9833,1.3796,-0.7128,0.476,19,0.588631095,N,N,38
correctFrequencyhigh:learning.ct847,0.1766,0.9002,0.1961,0.8445,19,0.690671264,N,N,38
correctFrequencylow:learning.ct847,-0.6046,1.2237,-0.4941,0.6213,19,0.559441114,N,N,38
148,NA,NA,NA,NA,NA,NA,NA,NA,39
(Intercept)165,0.9647,0.4436,2.1746,0.0297,179,NA,N,N,39
correctFrequency.ct165,-4.8024,0.6469,-7.4237,0,179,20254628602,N,N,39
learning.ct165,-0.1461,0.8321,-0.1756,0.8606,179,0.720228353,N,N,39
correctFrequency.ct:learning.ct165,1.4584,1.1589,1.2584,0.2082,179,1.691429846,N,N,39
correctFrequencyhigh:learning.ct165,1.5902,1.3803,1.1521,0.2493,179,1.553972311,N,N,39
correctFrequencylow:learning.ct165,0.6069,0.7319,0.8293,0.4069,179,1.026232592,N,N,39
(Intercept)166,0.5903,0.2733,2.1599,0.0308,159,NA,N,N,39
correctFrequency.ct166,-3.9572,0.5926,-6.6773,0,159,283867814.7,N,N,39
learning.ct166,0.5736,0.5234,1.0959,0.2731,159,1.445002433,N,N,39
correctFrequency.ct:learning.ct166,0.4686,1.1462,0.4088,0.6827,159,0.938490507,N,N,39
correctFrequencyhigh:learning.ct166,-0.8753,1.0906,-0.8026,0.4222,159,0.449736027,N,N,39
correctFrequencylow:learning.ct166,0.5831,0.9311,0.6263,0.5312,159,0.962635247,N,N,39
(Intercept)250,1.1154,0.4467,2.4972,0.0125,139,NA,N,N,39
correctFrequency.ct250,-5.108,0.7589,-6.7306,0,139,130325338.6,N,N,39
learning.ct250,0.4908,0.8268,0.5937,0.5527,139,1.078630903,N,N,39
correctFrequency.ct:learning.ct250,-0.3561,1.3583,-0.2621,0.7932,139,0.705904669,N,N,39
correctFrequencyhigh:learning.ct250,0.3393,0.8844,0.3837,0.7012,139,0.780721346,N,N,39
correctFrequencylow:learning.ct250,0.8079,0.6504,1.2422,0.2142,139,1.502276982,N,N,39
(Intercept)348,0.3338,0.3011,1.1085,0.2677,119,NA,N,N,39
correctFrequency.ct348,-3.5409,0.7527,-4.704,0,119,8453.303884,N,N,39
learning.ct348,-0.2486,0.5822,-0.4269,0.6695,119,0.522363431,N,N,39
correctFrequency.ct:learning.ct348,-0.6923,1.4767,-0.4688,0.6392,119,0.67109962,N,N,39
correctFrequencyhigh:learning.ct348,0.6689,1.033,0.6475,0.5173,119,1.018967747,N,N,39
correctFrequencylow:learning.ct348,0.3128,1.1058,0.2829,0.7773,119,0.813112361,N,N,39
(Intercept)448,0.7686,0.405,1.8981,0.0577,99,NA,N,N,39
correctFrequency.ct448,-3.5438,0.872,-4.0638,0,99,631.7260037,N,N,39
learning.ct448,-0.0547,0.7389,-0.0741,0.941,99,0.717903817,N,N,39
correctFrequency.ct:learning.ct448,-1.0085,1.6164,-0.6239,0.5327,99,0.658520824,N,N,39
correctFrequencyhigh:learning.ct448,0.0976,1.1339,0.0861,0.9314,99,0.72911314,N,N,39
correctFrequencylow:learning.ct448,-0.5947,0.6947,-0.856,0.392,99,0.308201285,N,N,39
(Intercept)548,0.7,0.3522,1.9873,0.0469,79,NA,N,N,39
correctFrequency.ct548,-4.0362,0.6685,-6.0374,0,79,5260639.652,N,N,39
learning.ct548,-0.9922,0.6728,-1.4747,0.1403,79,0.368399956,N,N,39
correctFrequency.ct:learning.ct548,1.3132,1.271,1.0332,0.3015,79,1.42437361,N,N,39
correctFrequencyhigh:learning.ct548,0.4494,1.2779,0.3517,0.7251,79,0.898635013,N,N,39
correctFrequencylow:learning.ct548,-0.5578,0.7382,-0.7556,0.4499,79,0.341076512,N,N,39
(Intercept)648,0.2458,0.2215,1.1097,0.2671,59,NA,N,N,39
correctFrequency.ct648,-3.3431,0.6776,-4.9335,0,59,27009.27864,N,N,39
learning.ct648,-0.1674,0.4151,-0.4034,0.6866,59,0.414728468,N,N,39
correctFrequency.ct:learning.ct648,0.2239,1.3244,0.1691,0.8657,59,0.859523612,N,N,39
correctFrequencyhigh:learning.ct648,-1.6488,0.9359,-1.7617,0.0781,59,0.271290808,N,N,39
correctFrequencylow:learning.ct648,-0.3356,0.9147,-0.367,0.7136,59,0.494182842,N,N,39
(Intercept)748,1.528,0.5998,2.5475,0.0108,39,NA,N,N,39
correctFrequency.ct748,-4.8196,0.9732,-4.9524,0,39,10214.20636,N,N,39
learning.ct748,1.7085,1.1669,1.4641,0.1432,39,1.72419679,N,N,39
correctFrequency.ct:learning.ct748,-3.8315,1.8663,-2.053,0.0401,39,0.46104226,N,N,39
correctFrequencyhigh:learning.ct748,-0.2794,0.9818,-0.2846,0.776,39,0.542560425,N,N,39
correctFrequencylow:learning.ct748,-0.0555,0.5084,-0.1091,0.9131,39,0.36718247,N,N,39
(Intercept)848,0.9702,0.445,2.18,0.0293,19,NA,N,N,39
correctFrequency.ct848,-5.039,0.8527,-5.9096,0,19,1028809.094,N,N,39
learning.ct848,-1.2288,0.8084,-1.52,0.1285,19,0.414798685,N,N,39
correctFrequency.ct:learning.ct848,1.5494,1.5351,1.0093,0.3128,19,1.386360893,N,N,39
correctFrequencyhigh:learning.ct848,3.6242,1.6842,2.1519,0.0314,19,3.125609756,N,N,39
correctFrequencylow:learning.ct848,-0.2073,1.2751,-0.1625,0.8709,19,0.674157706,N,N,39
149,NA,NA,NA,NA,NA,NA,NA,NA,40
(Intercept)167,0.3994,0.2436,1.6395,0.1011,179,NA,N,N,40
correctFrequency.ct167,-2.8265,0.6204,-4.556,0,179,6523.119391,N,N,40
learning.ct167,-0.4741,0.4818,-0.984,0.3251,179,0.346368464,N,N,40
correctFrequency.ct:learning.ct167,-0.4035,1.2327,-0.3273,0.7434,179,0.654746778,N,N,40
correctFrequencyhigh:learning.ct167,-2.0035,1.3349,-1.5008,0.1334,179,0.394414312,N,N,40
correctFrequencylow:learning.ct167,-0.4541,0.8394,-0.541,0.5885,179,0.422342788,N,N,40
(Intercept)168,0.214,0.2196,0.9749,0.3296,159,NA,N,N,40
correctFrequency.ct168,-3.4481,0.5074,-6.7963,0,159,924642363.7,N,N,40
learning.ct168,0.6437,0.4293,1.4993,0.1338,159,2.149523473,N,N,40
correctFrequency.ct:learning.ct168,0.7667,0.9998,0.7669,0.4431,159,1.1486659,N,N,40
correctFrequencyhigh:learning.ct168,-0.2723,0.7902,-0.3446,0.7304,159,0.450152993,N,N,40
correctFrequencylow:learning.ct168,-0.6758,0.7746,-0.8724,0.383,159,0.334823996,N,N,40
(Intercept)251,1.2088,0.3814,3.1696,0.0015,139,NA,N,N,40
correctFrequency.ct251,-3.912,0.7996,-4.8925,0,139,15381.02545,N,N,40
learning.ct251,-0.4641,0.6703,-0.6923,0.4887,139,0.503816766,N,N,40
correctFrequency.ct:learning.ct251,-0.5198,1.4249,-0.3648,0.7152,139,0.689459901,N,N,40
correctFrequencyhigh:learning.ct251,0.2603,0.7313,0.356,0.7218,139,0.683202384,N,N,40
correctFrequencylow:learning.ct251,1.0271,0.5776,1.778,0.0754,139,2.970654151,N,N,40
(Intercept)349,1.4445,0.402,3.5938,3.00E-04,119,NA,N,N,40
correctFrequency.ct349,-4.7952,1.0556,-4.5428,0,119,1811.82877,N,N,40
learning.ct349,1.0812,0.6859,1.5764,0.1149,119,2.257058487,N,N,40
correctFrequency.ct:learning.ct349,-0.9223,1.9482,-0.4734,0.6359,119,0.747814009,N,N,40
correctFrequencyhigh:learning.ct349,-0.2042,1.2229,-0.1669,0.8674,119,0.658279565,N,N,40
correctFrequencylow:learning.ct349,-0.724,0.6478,-1.1176,0.2638,119,0.255956416,N,N,40
(Intercept)449,0.6259,0.4122,1.5183,0.1289,99,NA,N,N,40
correctFrequency.ct449,-4.2975,0.6672,-6.4409,0,99,46890360.03,N,N,40
learning.ct449,-0.7074,0.7818,-0.9049,0.3655,99,0.507843267,N,N,40
correctFrequency.ct:learning.ct449,1.4749,1.2465,1.1833,0.2367,99,1.585119683,N,N,40
correctFrequencyhigh:learning.ct449,1.5423,1.4578,1.058,0.2901,99,1.448667728,N,N,40
correctFrequencylow:learning.ct449,0.6201,0.8452,0.7336,0.4632,99,1.008096466,N,N,40
(Intercept)549,0.701,0.3197,2.1926,0.0283,79,NA,N,N,40
correctFrequency.ct549,-3.8595,0.5583,-6.9136,0,79,1455563343,N,N,40
learning.ct549,0.0223,0.5891,0.0379,0.9698,79,0.681807877,N,N,40
correctFrequency.ct:learning.ct549,-1.6245,1.0033,-1.6192,0.1054,79,0.337799203,N,N,40
correctFrequencyhigh:learning.ct549,-1.4449,1.1414,-1.2659,0.2055,79,0.382899271,N,N,40
correctFrequencylow:learning.ct549,0.03,0.8345,0.036,0.9713,79,0.591991519,N,N,40
(Intercept)649,0.218,0.235,0.9278,0.3535,59,NA,N,N,40
correctFrequency.ct649,-3.2062,0.5885,-5.448,0,59,373399.5413,N,N,40
learning.ct649,-0.7381,0.4582,-1.6108,0.1072,59,0.255731502,N,N,40
correctFrequency.ct:learning.ct649,0.737,1.1598,0.6355,0.5251,59,1.0843769,N,N,40
correctFrequencyhigh:learning.ct649,0.8346,0.9987,0.8356,0.4034,59,1.168707024,N,N,40
correctFrequencylow:learning.ct649,-0.7899,0.4465,-1.7692,0.0769,59,0.13806524,N,N,40
(Intercept)749,1.4765,0.6806,2.1694,0.0301,39,NA,N,N,40
correctFrequency.ct749,-5.9814,1.2133,-4.93,0,39,3651.278544,N,N,40
learning.ct749,-0.2388,1.1016,-0.2167,0.8284,39,0.787017213,N,N,40
correctFrequency.ct:learning.ct749,-0.3982,1.8182,-0.219,0.8267,39,0.800336419,N,N,40
correctFrequencyhigh:learning.ct749,-1.1066,0.8769,-1.2619,0.207,39,0.311323688,N,N,40
correctFrequencylow:learning.ct749,-0.3696,0.569,-0.6495,0.516,39,0.289280737,N,N,40
(Intercept)849,1.1162,0.5201,2.146,0.0319,19,NA,N,N,40
correctFrequency.ct849,-3.9943,0.7917,-5.0452,0,19,29483.57878,N,N,40
learning.ct849,0.5635,0.9302,0.6058,0.5446,19,1.104723589,N,N,40
correctFrequency.ct:learning.ct849,-0.2127,1.2914,-0.1647,0.8692,19,0.722189479,N,N,40
correctFrequencyhigh:learning.ct849,-0.0397,1.5235,-0.0261,0.9792,19,0.781065101,N,N,40
