Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-cu6n,Reaction Time,Stimulus,Key Press,Test Part,Correct Response,Trial Type,Trial Index,Time Elapsed,Correct,learningType,presentedImage,presentedLabel,response
696,1589725263983,17/05/2020 14:21:03,1589725263704,-6,17/05/2020 08:21:03,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
697,1589725264627,17/05/2020 14:21:04,1589725264550,-6,17/05/2020 08:21:04,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFbim.mp3,,,,audio-keyboard-response,348,413904,,,,,
698,1589725264830,17/05/2020 14:21:04,1589725264551,-6,17/05/2020 08:21:04,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
699,1589725265079,17/05/2020 14:21:05,1589725264997,-6,17/05/2020 08:21:04,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/21075.jpg,,learningBlock4,,image-keyboard-response,349,414351,,LF,/task/70033/56/asset/21075.jpg,/task/70033/56/asset/LFbim.mp3,
700,1589725265282,17/05/2020 14:21:05,1589725264999,-6,17/05/2020 08:21:04,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
701,1589725266146,17/05/2020 14:21:06,1589725266060,-6,17/05/2020 08:21:06,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,350,415413,,,,,
702,1589725266333,17/05/2020 14:21:06,1589725266061,-6,17/05/2020 08:21:06,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
703,1589725266974,17/05/2020 14:21:06,1589725266907,-6,17/05/2020 08:21:06,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFbim.mp3,,,,audio-keyboard-response,351,416261,,,,,
704,1589725267178,17/05/2020 14:21:07,1589725266908,-6,17/05/2020 08:21:06,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
705,1589725267428,17/05/2020 14:21:07,1589725267354,-6,17/05/2020 08:21:07,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/21275.jpg,,learningBlock4,,image-keyboard-response,352,416708,,LF,/task/70033/56/asset/21275.jpg,/task/70033/56/asset/LFbim.mp3,
706,1589725267631,17/05/2020 14:21:07,1589725267356,-6,17/05/2020 08:21:07,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
707,1589725268490,17/05/2020 14:21:08,1589725268416,-6,17/05/2020 08:21:08,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,353,417770,,,,,
708,1589725268724,17/05/2020 14:21:08,1589725268418,-6,17/05/2020 08:21:08,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
709,1589725269334,17/05/2020 14:21:09,1589725269258,-6,17/05/2020 08:21:09,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFdep.mp3,,,,audio-keyboard-response,354,418612,,,,,
710,1589725269537,17/05/2020 14:21:09,1589725269259,-6,17/05/2020 08:21:09,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
711,1589725269787,17/05/2020 14:21:09,1589725269705,-6,17/05/2020 08:21:09,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/11575.jpg,,learningBlock4,,image-keyboard-response,355,419059,,LF,/task/70033/56/asset/11575.jpg,/task/70033/56/asset/LFdep.mp3,
712,1589725270006,17/05/2020 14:21:10,1589725269708,-6,17/05/2020 08:21:09,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
713,1589725270849,17/05/2020 14:21:10,1589725270767,-6,17/05/2020 08:21:10,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,356,420121,,,,,
714,1589725271178,17/05/2020 14:21:11,1589725270769,-6,17/05/2020 08:21:10,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
715,1589725271693,17/05/2020 14:21:11,1589725271615,-6,17/05/2020 08:21:11,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFbim.mp3,,,,audio-keyboard-response,357,420969,,,,,
716,1589725272006,17/05/2020 14:21:12,1589725271616,-6,17/05/2020 08:21:11,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
717,1589725272209,17/05/2020 14:21:12,1589725272058,-6,17/05/2020 08:21:12,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
718,1589725272209,17/05/2020 14:21:12,1589725272058,-6,17/05/2020 08:21:12,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/22775.jpg,,learningBlock4,,image-keyboard-response,358,421411,,LF,/task/70033/56/asset/22775.jpg,/task/70033/56/asset/LFbim.mp3,
719,1589725273194,17/05/2020 14:21:13,1589725273118,-6,17/05/2020 08:21:13,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,359,422472,,,,,
720,1589725273444,17/05/2020 14:21:13,1589725273120,-6,17/05/2020 08:21:13,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
721,1589725274040,17/05/2020 14:21:14,1589725273960,-6,17/05/2020 08:21:13,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFdep.mp3,,,,audio-keyboard-response,360,423314,,,,,
722,1589725274259,17/05/2020 14:21:14,1589725273961,-6,17/05/2020 08:21:13,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
723,1589725274665,17/05/2020 14:21:14,1589725274403,-6,17/05/2020 08:21:14,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/11975.jpg,,learningBlock4,,image-keyboard-response,361,423757,,LF,/task/70033/56/asset/11975.jpg,/task/70033/56/asset/LFdep.mp3,
724,1589725274665,17/05/2020 14:21:14,1589725274403,-6,17/05/2020 08:21:14,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
725,1589725275556,17/05/2020 14:21:15,1589725275464,-6,17/05/2020 08:21:15,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,362,424817,,,,,
726,1589725275900,17/05/2020 14:21:15,1589725275465,-6,17/05/2020 08:21:15,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
727,1589725276431,17/05/2020 14:21:16,1589725276305,-6,17/05/2020 08:21:16,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFdep.mp3,,,,audio-keyboard-response,363,425659,,,,,
728,1589725276728,17/05/2020 14:21:16,1589725276306,-6,17/05/2020 08:21:16,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
729,1589725277150,17/05/2020 14:21:17,1589725276752,-6,17/05/2020 08:21:16,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/13275.jpg,,learningBlock4,,image-keyboard-response,364,426106,,LF,/task/70033/56/asset/13275.jpg,/task/70033/56/asset/LFdep.mp3,
730,1589725277150,17/05/2020 14:21:17,1589725276753,-6,17/05/2020 08:21:16,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
731,1589725277962,17/05/2020 14:21:17,1589725277815,-6,17/05/2020 08:21:17,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,365,427168,,,,,
732,1589725278150,17/05/2020 14:21:18,1589725277816,-6,17/05/2020 08:21:17,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
733,1589725278822,17/05/2020 14:21:18,1589725278737,-6,17/05/2020 08:21:18,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFtob.mp3,,,,audio-keyboard-response,366,428091,,,,,
734,1589725279181,17/05/2020 14:21:19,1589725278739,-6,17/05/2020 08:21:18,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
735,1589725279572,17/05/2020 14:21:19,1589725279184,-6,17/05/2020 08:21:19,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/30225.jpg,,learningBlock4,,image-keyboard-response,367,428538,,LF,/task/70033/56/asset/30225.jpg,/task/70033/56/asset/LFtob.mp3,
736,1589725279572,17/05/2020 14:21:19,1589725279185,-6,17/05/2020 08:21:19,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
737,1589725280322,17/05/2020 14:21:20,1589725280247,-6,17/05/2020 08:21:20,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,368,429601,,,,,
738,1589725280525,17/05/2020 14:21:20,1589725280248,-6,17/05/2020 08:21:20,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
739,1589725281174,17/05/2020 14:21:21,1589725281095,-6,17/05/2020 08:21:21,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFbim.mp3,,,,audio-keyboard-response,369,430448,,,,,
740,1589725281380,17/05/2020 14:21:21,1589725281097,-6,17/05/2020 08:21:21,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
741,1589725281630,17/05/2020 14:21:21,1589725281541,-6,17/05/2020 08:21:21,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/21925.jpg,,learningBlock4,,image-keyboard-response,370,430895,,LF,/task/70033/56/asset/21925.jpg,/task/70033/56/asset/LFbim.mp3,
742,1589725281833,17/05/2020 14:21:21,1589725281543,-6,17/05/2020 08:21:21,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
743,1589725282692,17/05/2020 14:21:22,1589725282605,-6,17/05/2020 08:21:22,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,371,431959,,,,,
744,1589725283067,17/05/2020 14:21:23,1589725282606,-6,17/05/2020 08:21:22,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
745,1589725283520,17/05/2020 14:21:23,1589725283451,-6,17/05/2020 08:21:23,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFbim.mp3,,,,audio-keyboard-response,372,432805,,,,,
746,1589725283723,17/05/2020 14:21:23,1589725283452,-6,17/05/2020 08:21:23,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
747,1589725283992,17/05/2020 14:21:23,1589725283897,-6,17/05/2020 08:21:23,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/20575.jpg,,learningBlock4,,image-keyboard-response,373,433251,,LF,/task/70033/56/asset/20575.jpg,/task/70033/56/asset/LFbim.mp3,
748,1589725284211,17/05/2020 14:21:24,1589725283899,-6,17/05/2020 08:21:23,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
749,1589725285039,17/05/2020 14:21:25,1589725284960,-6,17/05/2020 08:21:24,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,374,434314,,,,,
750,1589725285248,17/05/2020 14:21:25,1589725284962,-6,17/05/2020 08:21:24,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
751,1589725285891,17/05/2020 14:21:25,1589725285808,-6,17/05/2020 08:21:25,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFbim.mp3,,,,audio-keyboard-response,375,435162,,,,,
752,1589725286094,17/05/2020 14:21:26,1589725285809,-6,17/05/2020 08:21:25,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
753,1589725286329,17/05/2020 14:21:26,1589725286255,-6,17/05/2020 08:21:26,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/21525.jpg,,learningBlock4,,image-keyboard-response,376,435609,,LF,/task/70033/56/asset/21525.jpg,/task/70033/56/asset/LFbim.mp3,
754,1589725286532,17/05/2020 14:21:26,1589725286256,-6,17/05/2020 08:21:26,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
755,1589725287395,17/05/2020 14:21:27,1589725287317,-6,17/05/2020 08:21:27,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,377,436671,,,,,
756,1589725287598,17/05/2020 14:21:27,1589725287318,-6,17/05/2020 08:21:27,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
757,1589725288239,17/05/2020 14:21:28,1589725288159,-6,17/05/2020 08:21:28,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFdep.mp3,,,,audio-keyboard-response,378,437512,,,,,
758,1589725288598,17/05/2020 14:21:28,1589725288160,-6,17/05/2020 08:21:28,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
759,1589725288802,17/05/2020 14:21:28,1589725288600,-6,17/05/2020 08:21:28,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
760,1589725288802,17/05/2020 14:21:28,1589725288600,-6,17/05/2020 08:21:28,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/10325.jpg,,learningBlock4,,image-keyboard-response,379,437954,,LF,/task/70033/56/asset/10325.jpg,/task/70033/56/asset/LFdep.mp3,
761,1589725289739,17/05/2020 14:21:29,1589725289660,-6,17/05/2020 08:21:29,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,380,439014,,,,,
762,1589725289944,17/05/2020 14:21:29,1589725289662,-6,17/05/2020 08:21:29,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
763,1589725290583,17/05/2020 14:21:30,1589725290510,-6,17/05/2020 08:21:30,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFbim.mp3,,,,audio-keyboard-response,381,439864,,,,,
764,1589725290786,17/05/2020 14:21:30,1589725290511,-6,17/05/2020 08:21:30,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
765,1589725291036,17/05/2020 14:21:31,1589725290957,-6,17/05/2020 08:21:30,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/21775.jpg,,learningBlock4,,image-keyboard-response,382,440311,,LF,/task/70033/56/asset/21775.jpg,/task/70033/56/asset/LFbim.mp3,
766,1589725291239,17/05/2020 14:21:31,1589725290958,-6,17/05/2020 08:21:30,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
767,1589725292098,17/05/2020 14:21:32,1589725292019,-6,17/05/2020 08:21:32,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,383,441373,,,,,
768,1589725292302,17/05/2020 14:21:32,1589725292021,-6,17/05/2020 08:21:32,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
769,1589725292958,17/05/2020 14:21:32,1589725292867,-6,17/05/2020 08:21:32,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFbim.mp3,,,,audio-keyboard-response,384,442220,,,,,
